2024-01-16 13:13:52,844 INFO    MainThread:9632 [wandb_setup.py:_flush():76] Current SDK version is 0.16.2
2024-01-16 13:13:52,851 INFO    MainThread:9632 [wandb_init.py:_jupyter_teardown():454] cleaning up jupyter logic
2024-01-16 13:13:52,851 INFO    MainThread:9632 [wandb_run.py:_atexit_cleanup():2202] got exitcode: 0
2024-01-16 13:13:52,851 INFO    MainThread:9632 [wandb_run.py:_restore():2185] restore
2024-01-16 13:13:52,852 INFO    MainThread:9632 [wandb_run.py:_restore():2191] restore done
2024-01-16 13:13:55,583 INFO    MainThread:9632 [wandb_run.py:_footer_history_summary_info():3857] rendering history
2024-01-16 13:13:55,583 INFO    MainThread:9632 [wandb_run.py:_footer_history_summary_info():3889] rendering summary
2024-01-16 13:13:55,585 INFO    MainThread:9632 [wandb_run.py:_footer_sync_info():3816] logging synced files
2024-01-16 13:13:55,696 INFO    MainThread:9632 [wandb_init.py:init():616] starting backend
2024-01-16 13:13:55,696 INFO    MainThread:9632 [wandb_init.py:init():620] setting up manager
2024-01-16 13:13:55,696 INFO    MainThread:9632 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2024-01-16 13:13:55,703 INFO    MainThread:9632 [wandb_init.py:init():628] backend started and connected
2024-01-16 13:13:55,715 INFO    MainThread:9632 [wandb_run.py:_label_probe_notebook():1294] probe notebook
2024-01-16 13:13:55,715 INFO    MainThread:9632 [wandb_run.py:_label_probe_notebook():1304] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-01-16 13:13:55,715 INFO    MainThread:9632 [wandb_init.py:init():720] updated telemetry
2024-01-16 13:13:55,866 INFO    MainThread:9632 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-01-16 13:13:57,091 INFO    MainThread:9632 [wandb_run.py:_on_init():2254] communicating current version
2024-01-16 13:13:57,209 INFO    MainThread:9632 [wandb_run.py:_on_init():2263] got version response 
2024-01-16 13:13:57,209 INFO    MainThread:9632 [wandb_init.py:init():804] starting run threads in backend
2024-01-16 13:13:57,375 INFO    MainThread:9632 [wandb_run.py:_console_start():2233] atexit reg
2024-01-16 13:13:57,375 INFO    MainThread:9632 [wandb_run.py:_redirect():2088] redirect: wrap_raw
2024-01-16 13:13:57,375 INFO    MainThread:9632 [wandb_run.py:_redirect():2153] Wrapping output streams.
2024-01-16 13:13:57,375 INFO    MainThread:9632 [wandb_run.py:_redirect():2178] Redirects installed.
2024-01-16 13:13:57,375 INFO    MainThread:9632 [wandb_init.py:init():847] run started, returning control to user process
2024-01-16 13:14:34,882 INFO    MainThread:9632 [wandb_run.py:_config_callback():1342] config_cb None None {'algo': 'PPO', 'policy_class': "<class 'stable_baselines3.common.policies.ActorCriticPolicy'>", 'device': 'cpu', 'verbose': 0, 'policy_kwargs': '{}', 'num_timesteps': 0, '_total_timesteps': 10000, '_num_timesteps_at_start': 0, 'seed': 'None', 'action_noise': 'None', 'start_time': 1705407274870013700, 'tensorboard_log': 'None', '_last_obs': '[[ 0.073       0.0895      0.1195     -0.25799942 -0.19588794  0.1807554 ]]', '_last_episode_starts': '[ True]', '_last_original_obs': 'None', '_episode_num': 0, 'use_sde': 'False', 'sde_sample_freq': -1, '_current_progress_remaining': -0.02400000000000002, '_stats_window_size': 100, 'ep_info_buffer': 'deque([], maxlen=100)', 'ep_success_buffer': 'deque([], maxlen=100)', '_n_updates': 20, '_custom_logger': 'False', 'env': '<stable_baselines3.common.vec_env.dummy_vec_env.DummyVecEnv object at 0x000001A068A40DC0>', '_vec_normalize_env': 'None', 'observation_space': 'Box(-inf, inf, (6,), float32)', 'action_space': 'Box(-1.0, 1.0, (3,), float32)', 'n_envs': 1, 'n_steps': 2048, 'gamma': 0.99, 'gae_lambda': 0.95, 'ent_coef': 0.0, 'vf_coef': 0.5, 'max_grad_norm': 0.5, 'rollout_buffer_class': "<class 'stable_baselines3.common.buffers.RolloutBuffer'>", 'rollout_buffer_kwargs': '{}', 'batch_size': 64, 'n_epochs': 4, 'clip_range': '<function constant_fn.<locals>.func at 0x000001A079A01F70>', 'clip_range_vf': 'None', 'normalize_advantage': 'True', 'target_kl': 'None', 'lr_schedule': '<function constant_fn.<locals>.func at 0x000001A0404B4160>', 'rollout_buffer': '<stable_baselines3.common.buffers.RolloutBuffer object at 0x000001A068A404F0>', 'policy': 'ActorCriticPolicy(\n  (features_extractor): FlattenExtractor(\n    (flatten): Flatten(start_dim=1, end_dim=-1)\n  )\n  (pi_features_extractor): FlattenExtractor(\n    (flatten): Flatten(start_dim=1, end_dim=-1)\n  )\n  (vf_features_extractor): FlattenExtractor(\n    (flatten): Flatten(start_dim=1, end_dim=-1)\n  )\n  (mlp_extractor): MlpExtractor(\n    (policy_net): Sequential(\n      (0): Linear(in_features=6, out_features=64, bias=True)\n      (1): Tanh()\n      (2): Linear(in_features=64, out_features=64, bias=True)\n      (3): Tanh()\n    )\n    (value_net): Sequential(\n      (0): Linear(in_features=6, out_features=64, bias=True)\n      (1): Tanh()\n      (2): Linear(in_features=64, out_features=64, bias=True)\n      (3): Tanh()\n    )\n  )\n  (action_net): Linear(in_features=64, out_features=3, bias=True)\n  (value_net): Linear(in_features=64, out_features=1, bias=True)\n)', '_logger': '<stable_baselines3.common.logger.Logger object at 0x000001A068A25B80>'}
